Vehicle_ID,Brand,Model,Year,Mileage,Engine_Size,Price
V0002678,Nissan,Sedan,2013,272682,2.5,14048
V0002679,BMW,Sedan,2017,288431,4.5,42458
V0002680,BMW,Coupe,2016,40296,1.0,59538
V0002681,Volkswagen,Van,2008,226175,4.8,32995
V0002682,Audi,Coupe,2017,66311,4.3,18658
V0002683,Toyota,SUV,2009,85171,4.4,40294
V0002684,Audi,Hatchback,2016,107142,2.8,62225
V0002685,Nissan,Hatchback,2023,109589,4.9,29882
V0002686,Kia,SUV,2008,145483,1.3,44283
V0002687,Audi,Truck,2014,185244,1.9,19979
V0002688,Kia,Hatchback,2005,214436,3.3,52488
V0002689,Audi,Van,2011,23010,3.6,23580
V0002690,BMW,SUV,2003,176243,1.4,48366
V0002691,Honda,Hatchback,2016,188000,4.2,67869
V0002692,Ford,Sedan,2020,94329,3.0,38023
V0002693,Ford,Hatchback,2009,285341,1.8,83847
V0002694,Audi,Sedan,2004,236281,1.9,46929
V0002695,Toyota,Hatchback,2006,143358,1.3,15114
V0002696,Kia,SUV,2006,163602,3.3,64458
V0002697,Honda,Coupe,2017,187797,3.5,21708
V0002698,Volkswagen,Convertible,2019,242386,3.2,37384
V0002699,Hyundai,Truck,2023,276595,1.9,42993
V0002700,Toyota,Coupe,2019,117920,1.9,36619
V0002701,Audi,SUV,2018,62919,4.5,73453
V0002702,BMW,Hatchback,2000,77126,3.6,77620
V0002703,Audi,Coupe,2005,45477,3.5,41413
V0002704,Honda,Coupe,2019,22633,3.7,9411
V0002705,Toyota,Hatchback,2002,68329,2.1,34248
V0002706,Nissan,Van,2007,236442,2.4,27916
V0002707,Volkswagen,Truck,2006,257709,3.5,72487
V0002708,Audi,Hatchback,2001,131380,1.9,74164
V0002709,Honda,Truck,2010,234296,2.9,64538
V0002710,Kia,Convertible,2023,260790,1.1,13813
V0002711,Toyota,Truck,2012,217501,1.2,32523
V0002712,Mercedes,Van,2010,255410,3.7,81688
V0002713,Kia,Coupe,2007,169256,1.7,86266
V0002714,Toyota,Coupe,2019,253755,3.1,10345
V0002715,Volkswagen,Coupe,2008,78923,1.1,31479
V0002716,Honda,SUV,2014,80521,2.0,64737
V0002717,Kia,Truck,2023,202921,2.5,51866
V0002718,BMW,SUV,2020,108445,1.4,30049
V0002719,Kia,Van,2019,245125,2.6,68292
V0002720,Ford,Convertible,2016,219236,2.7,62052
V0002721,Nissan,Van,2024,196191,2.8,18211
V0002722,Kia,SUV,2011,91093,4.9,33668
V0002723,Kia,Sedan,2002,274345,1.0,22479
V0002724,Honda,Truck,2008,137742,4.4,55261
V0002725,Mercedes,SUV,2003,36749,2.1,62598
V0002726,Audi,Hatchback,2011,36029,5.0,64453
V0002727,Mercedes,Sedan,2008,177569,4.4,62586
V0002728,Nissan,Coupe,2013,246678,2.3,72043
V0002729,Volkswagen,SUV,2017,78498,3.8,66110
V0002730,Toyota,Hatchback,2021,104301,4.6,62740
V0002731,Toyota,Sedan,2011,40218,4.3,54445
V0002732,Ford,SUV,2020,60826,1.0,54403
V0002733,Toyota,Hatchback,2015,184459,2.6,64785
V0002734,Volkswagen,Sedan,2022,266737,3.6,23746
V0002735,Hyundai,Convertible,2019,152173,3.7,50517
V0002736,Hyundai,Convertible,2014,107125,2.1,26227
V0002737,Honda,Van,2004,292743,1.9,73342
V0002738,Volkswagen,Van,2016,116601,2.9,66906
V0002739,Hyundai,SUV,2002,263922,2.0,73320
V0002740,Honda,Truck,2009,244560,4.2,59060
V0002741,Volkswagen,Hatchback,2016,150809,2.0,43924
V0002742,Mercedes,Hatchback,2020,2604,2.1,27169
V0002743,Toyota,Hatchback,2010,125055,3.9,38892
V0002744,Toyota,Hatchback,2024,14634,2.4,49218
V0002745,Audi,Hatchback,2001,18590,2.7,63622
V0002746,Volkswagen,Sedan,2003,21208,3.4,22689
V0002747,Hyundai,Coupe,2010,261139,2.9,27674
V0002748,Mercedes,Truck,2001,87388,3.5,30628
V0002749,Audi,Sedan,2006,173648,3.8,68688
V0002750,Hyundai,Truck,2020,6938,2.8,75766
V0002751,Honda,Hatchback,2001,119914,3.5,22357
V0002752,Ford,Truck,2007,248509,1.1,28288
V0002753,Nissan,Truck,2021,10635,3.0,32088
V0002754,BMW,Coupe,2012,71633,1.7,72292
V0002755,Mercedes,Hatchback,2011,149523,1.6,46129
V0002756,Honda,Truck,2010,108725,4.6,29740
V0002757,BMW,Sedan,2009,91057,3.8,80022
V0002758,Ford,Hatchback,2006,61459,4.0,78726
V0002759,Volkswagen,SUV,2010,80517,4.8,27982
V0002760,Nissan,Van,2022,223384,1.7,51992
V0002761,Hyundai,Sedan,2003,7019,3.1,58256
V0002762,Nissan,Hatchback,2009,128046,2.4,71502
V0002763,Kia,Convertible,2011,118472,2.7,32517
V0002764,Toyota,SUV,2003,263091,1.6,44119
V0002765,Kia,Van,2009,207507,1.9,13886
V0002766,Mercedes,Van,2020,153834,1.8,48674
V0002767,BMW,Van,2000,230406,3.9,71842
V0002768,Hyundai,Truck,2016,32621,3.0,13242
V0002769,Nissan,Truck,2024,230097,3.1,65327
V0002770,Volkswagen,Van,2014,160744,5.0,12248
V0002771,Nissan,Van,2019,86068,2.1,30661
V0002772,Honda,Coupe,2023,55511,4.3,59009
V0002773,Nissan,Convertible,2014,287781,2.4,55403
V0002774,Ford,SUV,2010,232140,3.5,32937
V0002775,Mercedes,Van,2018,227368,1.0,74264
V0002776,Ford,Coupe,2014,240533,3.0,76620
V0002777,Hyundai,Van,2006,95807,1.2,73975
V0002778,Honda,Hatchback,2013,159081,4.0,39757
V0002779,Ford,Coupe,2014,245993,1.5,71326
V0002780,Kia,Convertible,2016,176980,2.6,27370
V0002781,Mercedes,SUV,2018,288259,1.8,51669
V0002782,Volkswagen,Coupe,2023,182646,1.3,45177
V0002783,Honda,Sedan,2020,275465,1.7,38656
V0002784,Mercedes,Truck,2009,127120,4.7,22737
V0002785,Volkswagen,SUV,2020,122411,2.9,81809
V0002786,Ford,Van,2008,268498,3.9,43468
V0002787,Volkswagen,SUV,2006,213090,4.8,61982
V0002788,Toyota,Coupe,2002,27859,3.6,39979
V0002789,Volkswagen,Coupe,2023,228273,1.9,57317
V0002790,Nissan,Convertible,2016,200392,3.0,55240
V0002791,Kia,Sedan,2009,65071,1.2,46758
V0002792,Mercedes,SUV,2011,290999,2.5,68350
V0002793,Mercedes,Hatchback,2004,48252,2.5,75938
V0002794,Honda,Coupe,2007,183266,2.8,58842
V0002795,Audi,Hatchback,2004,140765,2.1,79701
V0002796,Mercedes,Van,2011,34034,3.9,82518
V0002797,Hyundai,Hatchback,2001,41944,1.7,35332
V0002798,Mercedes,Van,2011,86904,4.6,35513
V0002799,Kia,Truck,2004,257965,2.5,48753
V0002800,Toyota,Coupe,2011,274088,3.6,20593
V0002801,Audi,Hatchback,2000,280590,3.2,64160
V0002802,Mercedes,Hatchback,2024,80613,1.4,24011
V0002803,Kia,SUV,2004,46093,1.9,27541
V0002804,Volkswagen,SUV,2005,56969,2.4,22288
V0002805,Kia,Van,2004,85653,1.4,78253
V0002806,Audi,SUV,2013,92400,2.4,25522
V0002807,Kia,Sedan,2021,56450,3.5,55570
V0002808,Hyundai,Van,2005,181439,3.4,26650
V0002809,Nissan,SUV,2017,97363,2.8,39570
V0002810,Ford,Coupe,2003,100246,2.5,59747
V0002811,Kia,Convertible,2011,279250,1.7,46459
V0002812,Hyundai,Hatchback,2023,50052,4.0,47607
V0002813,Volkswagen,Hatchback,2015,60498,4.5,82730
V0002814,Honda,Truck,2005,284295,2.1,37260
V0002815,BMW,Van,2017,167119,4.6,14408
V0002816,Mercedes,SUV,2017,222680,1.8,46429
V0002817,BMW,Truck,2008,114140,1.1,33208
V0002818,Nissan,Truck,2002,150948,3.1,33054
V0002819,Honda,Sedan,2014,12430,4.4,31029
V0002820,Kia,Truck,2005,15905,3.6,69422
V0002821,Nissan,Truck,2016,259030,4.1,69146
V0002822,Hyundai,Convertible,2010,7946,4.7,49331
V0002823,Mercedes,Convertible,2018,20133,4.9,13250
V0002824,Ford,Hatchback,2014,118184,4.2,45446
V0002825,Hyundai,SUV,2011,30739,2.2,26693
V0002826,Toyota,Hatchback,2004,153569,2.8,78915
V0002827,BMW,Convertible,2001,253062,1.1,86750
V0002828,Kia,SUV,2014,116875,1.3,10229
V0002829,Mercedes,Convertible,2024,175598,3.9,58367
V0002830,Kia,Coupe,2021,279543,1.9,33003
V0002831,Honda,Convertible,2014,13469,3.6,76571
V0002832,BMW,Truck,2015,298899,3.7,58347
V0002833,Honda,Hatchback,2001,3017,1.6,81374
V0002834,Honda,Sedan,2006,152748,2.9,65964
V0002835,Mercedes,Truck,2009,209521,3.2,52071
V0002836,Audi,Coupe,2004,231612,1.9,33190
V0002837,Nissan,Hatchback,2013,249133,3.6,51726
V0002838,Honda,Sedan,2001,62275,3.8,83954
V0002839,Audi,Van,2002,21883,3.3,46654
V0002840,Toyota,Van,2024,66505,3.3,70947
V0002841,Kia,Truck,2004,254827,4.0,36916
V0002842,Hyundai,Truck,2003,245059,1.6,65386
V0002843,Nissan,Van,2021,15515,3.4,57615
V0002844,Kia,Convertible,2019,257531,3.5,17186
V0002845,Volkswagen,Convertible,2004,88546,4.5,57228
V0002846,Audi,Sedan,2024,54273,1.6,49660
V0002847,BMW,Coupe,2002,295821,4.7,83585
V0002848,Nissan,Convertible,2008,128467,2.7,86359
V0002849,Hyundai,Coupe,2013,250818,1.2,83921
V0002850,Ford,SUV,2015,273404,2.3,61645
V0002851,Nissan,SUV,2000,10668,1.1,88252
V0002852,Ford,Truck,2013,274673,4.3,56069
V0002853,Toyota,Coupe,2016,167575,4.5,17057
V0002854,Toyota,Coupe,2024,275318,4.6,20984
V0002855,Ford,Hatchback,2013,244998,2.7,25700
V0002856,Honda,Van,2002,153816,1.3,88723
V0002857,BMW,Sedan,2013,55818,1.6,26153
V0002858,Ford,Coupe,2018,121654,4.3,56024
V0002859,Audi,SUV,2000,180463,2.2,49018
V0002860,Hyundai,Sedan,2007,114584,4.6,40727
V0002861,BMW,Sedan,2020,77756,3.0,80024
V0002862,Volkswagen,SUV,2009,67648,4.8,50219
V0002863,BMW,Truck,2009,220254,2.6,79050
V0002864,Nissan,Truck,2020,72522,4.0,81940
V0002865,Ford,Convertible,2022,212396,2.6,61706
V0002866,Kia,Van,2007,85419,1.6,46503
V0002867,Audi,Convertible,2016,92478,4.4,83277
V0002868,BMW,Truck,2017,295496,3.1,34305
V0002869,Ford,SUV,2023,142393,2.1,47366
V0002870,Audi,Truck,2014,265246,3.3,81689
V0002871,BMW,Hatchback,2012,13263,4.2,67451
V0002872,Mercedes,Sedan,2004,162306,4.3,76146
V0002873,Audi,Hatchback,2019,221739,3.8,74096
V0002874,Volkswagen,SUV,2008,19450,1.8,25430
V0002875,Toyota,Truck,2003,240258,4.5,74377
V0002876,Volkswagen,Convertible,2022,286877,2.8,54747
V0002877,Volkswagen,Convertible,2006,224938,4.8,77285
V0002878,Volkswagen,Coupe,2018,292311,1.7,62997
V0002879,BMW,Convertible,2024,104604,1.3,29457
V0002880,BMW,SUV,2008,16153,4.8,63595
V0002881,Honda,Van,2024,274163,3.7,14794
V0002882,Nissan,Hatchback,2020,266678,2.0,35523
V0002883,Volkswagen,Hatchback,2019,110436,4.7,14267
V0002884,Audi,Coupe,2003,289232,2.9,85671
V0002885,Nissan,SUV,2010,187347,4.9,64377
V0002886,Volkswagen,Convertible,2012,125694,2.8,13027
V0002887,Ford,Truck,2004,32759,2.7,48468
V0002888,Mercedes,Coupe,2009,89988,4.8,27816
V0002889,Mercedes,Van,2023,227094,3.6,51320
V0002890,Mercedes,Convertible,2020,147909,3.8,53454
V0002891,Hyundai,Convertible,2018,106331,2.0,32268
V0002892,Ford,Van,2002,269316,1.6,55975
V0002893,BMW,Truck,2004,204878,1.0,66969
V0002894,Audi,Hatchback,2001,33321,1.8,48882
V0002895,Honda,Coupe,2023,211189,1.7,63587
V0002896,Mercedes,Truck,2011,122381,4.5,73298
V0002897,Hyundai,Van,2006,7840,2.9,64094
V0002898,BMW,Coupe,2002,10673,2.1,70910
V0002899,Nissan,Truck,2024,107049,4.0,32131
V0002900,Honda,Convertible,2020,236827,3.6,8525
V0002901,Hyundai,SUV,2022,70216,4.6,6663
V0002902,BMW,Truck,2009,67911,2.8,42599
V0002903,Mercedes,Convertible,2018,257344,2.9,42929
V0002904,Honda,Sedan,2014,25580,1.2,80305
V0002905,Toyota,Van,2013,81431,3.9,18153
V0002906,Mercedes,Hatchback,2011,85045,4.8,42771
V0002907,Toyota,SUV,2021,275981,2.6,53132
V0002908,Nissan,Coupe,2021,97904,2.8,46234
V0002909,Volkswagen,Sedan,2005,221417,4.1,17927
V0002910,Volkswagen,Truck,2016,94687,4.2,59053
V0002911,BMW,Hatchback,2010,292545,3.9,51848
V0002912,Ford,Convertible,2008,267596,2.6,16657
V0002913,Mercedes,Van,2014,86413,2.3,62637
V0002914,Volkswagen,Truck,2005,21601,3.3,29878
V0002915,Kia,Coupe,2016,251509,2.9,79534
V0002916,Kia,Van,2020,166312,2.3,7977
V0002917,Ford,Convertible,2001,137872,4.8,49916
V0002918,Ford,SUV,2019,13011,4.4,74906
V0002919,Volkswagen,Van,2002,193284,1.8,45000
V0002920,BMW,Truck,2024,26938,3.2,27835
V0002921,Kia,SUV,2007,258032,4.0,70961
V0002922,Honda,Truck,2008,239233,2.9,78081
V0002923,Hyundai,Coupe,2018,237415,3.3,24359
V0002924,Nissan,Truck,2009,265871,4.6,76480
V0002925,Honda,Hatchback,2014,1203,2.3,46523
V0002926,Audi,Hatchback,2017,152009,4.3,38803
V0002927,Audi,SUV,2010,76624,2.5,58033
V0002928,Ford,SUV,2007,71085,4.2,43824
V0002929,Mercedes,Van,2012,88945,2.7,40829
V0002930,Volkswagen,Sedan,2002,42040,4.1,70114
V0002931,Toyota,Sedan,2016,168007,2.1,33259
V0002932,Kia,Van,2024,33470,2.2,10026
V0002933,Mercedes,Van,2017,156221,3.8,19652
V0002934,Toyota,Coupe,2018,23236,1.4,30757
V0002935,Mercedes,Coupe,2016,96315,4.0,26917
V0002936,Audi,Convertible,2017,239687,4.8,16069
V0002937,BMW,SUV,2021,188663,4.3,67909
V0002938,Audi,Van,2015,263785,3.4,83120
V0002939,Honda,Sedan,2018,105855,1.5,27166
V0002940,BMW,Convertible,2006,236414,4.0,16174
V0002941,Honda,Sedan,2001,286857,2.6,83087
V0002942,Toyota,Coupe,2010,120820,1.5,53419
V0002943,Nissan,Truck,2018,37991,2.2,16288
V0002944,Ford,Convertible,2017,244403,3.1,37050
V0002945,Hyundai,Truck,2003,133978,1.1,59468
V0002946,Hyundai,Sedan,2011,74162,1.8,82326
V0002947,BMW,Truck,2010,84513,4.0,45187
V0002948,Mercedes,Truck,2007,277246,2.6,69919
V0002949,Volkswagen,Convertible,2001,243942,4.8,69879
V0002950,Volkswagen,Sedan,2013,299077,2.5,64643
V0002951,Kia,SUV,2000,79632,3.9,48749
V0002952,Kia,Van,2003,200747,3.9,54488
V0002953,BMW,Van,2015,110141,3.9,12218
V0002954,Volkswagen,Truck,2014,281886,1.2,39117
V0002955,Audi,Hatchback,2012,282444,4.3,58268
V0002956,Honda,Coupe,2011,64350,4.3,48544
V0002957,Ford,Convertible,2016,33532,2.4,32340
V0002958,Hyundai,Sedan,2006,55930,1.8,70794
V0002959,Nissan,Sedan,2019,176082,3.5,40026
V0002960,Toyota,Van,2000,291060,3.9,61344
V0002961,Ford,Van,2010,176238,3.9,24905
V0002962,Honda,Hatchback,2000,144607,1.5,51189
V0002963,Mercedes,Van,2007,35178,4.7,75637
V0002964,Volkswagen,Truck,2000,3389,4.4,67914
V0002965,Audi,Sedan,2012,153615,1.7,58271
V0002966,Honda,Coupe,2010,90293,4.4,27264
V0002967,Mercedes,Convertible,2016,270139,4.8,55329
V0002968,BMW,Hatchback,2002,113960,4.1,82046
V0002969,Ford,SUV,2016,168407,3.4,55989
V0002970,Toyota,Sedan,2011,171730,3.6,60365
V0002971,Honda,Coupe,2008,75950,1.9,54992
V0002972,Nissan,Convertible,2011,78266,4.0,49319
V0002973,Audi,Sedan,2008,207663,1.2,62272
V0002974,Nissan,Van,2018,145624,4.8,24548
V0002975,Nissan,SUV,2015,290861,1.1,61981
V0002976,Nissan,Hatchback,2022,229951,4.3,27068
V0002977,Kia,Van,2012,20920,3.2,41790
V0002978,Volkswagen,SUV,2013,149557,1.9,29236
V0002979,Mercedes,Convertible,2003,10021,4.8,67196
V0002980,Toyota,Van,2002,76931,1.2,78997
V0002981,Volkswagen,Coupe,2009,41855,4.1,77316
V0002982,Honda,Van,2002,134339,3.0,72240
V0002983,Toyota,Sedan,2023,154280,2.9,48543
V0002984,Nissan,Convertible,2005,280230,2.4,14840
V0002985,Volkswagen,SUV,2020,2158,3.0,59286
V0002986,Mercedes,SUV,2009,281067,1.3,85302
V0002987,Mercedes,Coupe,2023,59624,3.2,33576
V0002988,Nissan,SUV,2001,218916,1.6,49768
V0002989,Mercedes,Hatchback,2020,272199,3.4,8023
V0002990,Honda,Coupe,2008,136206,4.0,41636
V0002991,Toyota,Truck,2016,158053,4.9,81290
V0002992,Hyundai,Sedan,2009,251751,2.0,74126
V0002993,Ford,Van,2003,84114,1.5,85546
V0002994,Kia,Coupe,2010,202749,1.7,64517
V0002995,Ford,Convertible,2018,116740,4.2,36324
V0002996,Nissan,SUV,2017,82208,1.3,61050
V0002997,Mercedes,Sedan,2007,88730,2.0,40713
V0002998,Nissan,Truck,2012,143322,3.8,49500
V0002999,Ford,SUV,2015,266927,4.7,9638
V0003000,Volkswagen,SUV,2016,83440,1.7,40994
V0003001,Nissan,Hatchback,2009,109283,3.3,16835
V0003002,Mercedes,Hatchback,2017,299484,4.5,81061
V0003003,Audi,Truck,2007,250155,4.8,83532
V0003004,Honda,SUV,2010,147554,3.5,30763
V0003005,Nissan,Van,2006,192172,4.2,62915
V0003006,Audi,SUV,2009,215772,3.7,83654
V0003007,Nissan,Convertible,2024,33800,2.4,44136
V0003008,Hyundai,Truck,2024,253717,3.5,52429
V0003009,Mercedes,Van,2006,231362,2.5,47392
V0003010,BMW,Truck,2006,119315,2.0,49973
V0003011,Mercedes,Convertible,2024,197875,1.1,21251
V0003012,Nissan,Coupe,2010,166980,2.7,57384
V0003013,Nissan,Truck,2010,118569,4.8,14023
V0003014,BMW,Convertible,2024,263957,3.6,5483
V0003015,BMW,SUV,2000,214320,2.5,69762
V0003016,Ford,Hatchback,2016,217128,1.9,23273
V0003017,Ford,Hatchback,2007,230025,4.8,44516
V0003018,Honda,Coupe,2007,231919,3.3,19135
V0003019,Nissan,Truck,2019,158342,2.1,36187
V0003020,Toyota,Coupe,2009,105002,4.8,43303
V0003021,Hyundai,Hatchback,2018,146331,4.1,66103
V0003022,Kia,Hatchback,2007,184161,2.7,85981
V0003023,Volkswagen,Sedan,2006,2965,4.8,53748
V0003024,Mercedes,Hatchback,2010,266206,4.2,33400
V0003025,Toyota,Coupe,2004,230969,2.7,20061
V0003026,BMW,Hatchback,2013,217774,3.8,15242
V0003027,Mercedes,Convertible,2016,31078,4.7,64170
V0003028,Volkswagen,Hatchback,2023,171402,1.3,53506
V0003029,Nissan,Hatchback,2016,258613,3.2,28824
V0003030,Nissan,Truck,2023,260363,1.1,53343
V0003031,Kia,Convertible,2002,223234,3.9,29426
V0003032,Hyundai,Coupe,2016,26416,1.1,27014
V0003033,Honda,SUV,2012,254634,2.6,42698
V0003034,Honda,Sedan,2003,84306,2.1,90365
V0003035,Audi,Convertible,2010,156641,3.8,40916
V0003036,Hyundai,SUV,2005,35187,3.5,57648
V0003037,Volkswagen,Truck,2015,69381,1.2,65880
V0003038,Hyundai,Truck,2014,54004,1.2,72729
V0003039,Kia,Convertible,2015,54417,4.8,45928
V0003040,Mercedes,SUV,2001,270373,3.2,72133
V0003041,Ford,Truck,2009,238660,2.9,30614
V0003042,BMW,Truck,2011,58546,1.6,46582
V0003043,Volkswagen,Truck,2008,248251,2.5,69324
V0003044,Volkswagen,Truck,2018,112058,4.2,75904
V0003045,Mercedes,Truck,2020,283300,2.9,41063
V0003046,Toyota,Convertible,2001,202169,4.5,30631
V0003047,Ford,Sedan,2004,73059,4.3,61364
V0003048,Kia,Van,2006,230484,1.9,54348
V0003049,Kia,Truck,2022,135059,3.7,62574
V0003050,Ford,Hatchback,2012,20329,2.2,80708
V0003051,Volkswagen,SUV,2004,152624,3.9,59503
V0003052,Mercedes,Convertible,2018,240337,3.9,34238
V0003053,BMW,Truck,2010,6195,3.1,27880
V0003054,Honda,Coupe,2006,121323,1.9,27403
V0003055,Honda,SUV,2017,207637,4.4,65462
V0003056,Nissan,Van,2024,195757,2.0,15608
V0003057,Mercedes,Truck,2017,257282,1.7,27433
V0003058,Audi,Convertible,2021,45562,1.7,20368
V0003059,Nissan,Convertible,2005,118853,2.7,69303
V0003060,Ford,Van,2001,105022,2.6,26225
V0003061,Mercedes,Van,2001,244331,5.0,35960
V0003062,Kia,Van,2004,102137,2.4,36833
V0003063,BMW,SUV,2003,1428,1.2,24114
V0003064,Hyundai,Hatchback,2014,153731,4.3,74272
V0003065,BMW,Sedan,2013,76177,4.5,22658
V0003066,Volkswagen,SUV,2002,141530,1.2,72771
V0003067,Nissan,SUV,2010,232761,5.0,34926
V0003068,Ford,Truck,2010,147135,1.6,33154
V0003069,Honda,Van,2007,251659,3.4,50329
V0003070,Hyundai,SUV,2015,34387,1.2,35180
V0003071,Kia,Truck,2009,136009,2.4,42796
V0003072,Honda,Hatchback,2021,22566,2.5,21869
V0003073,BMW,SUV,2001,130027,4.8,71502
V0003074,Kia,Van,2009,126855,1.7,52175
V0003075,Honda,Hatchback,2007,33160,3.3,41841
V0003076,Hyundai,Sedan,2003,21854,2.5,30614
V0003077,Kia,Coupe,2011,18418,2.2,46203
V0003078,Kia,Truck,2008,48085,2.7,22935
V0003079,Volkswagen,SUV,2003,212418,4.6,46079
V0003080,Audi,Hatchback,2014,76042,1.9,11017
V0003081,BMW,Truck,2006,245162,2.1,49725
V0003082,Ford,Van,2017,190427,2.7,70462
V0003083,BMW,Coupe,2005,206130,4.1,47082
V0003084,Mercedes,Convertible,2008,158924,4.5,48722
V0003085,BMW,Convertible,2008,33027,1.9,23494
V0003086,Hyundai,Van,2014,46375,2.7,47069
V0003087,Ford,Sedan,2005,128758,1.4,82672
V0003088,Honda,Sedan,2023,154776,4.5,24107
V0003089,BMW,Coupe,2022,203000,1.0,66249
V0003090,Volkswagen,Coupe,2013,41052,2.2,24126
V0003091,Honda,Van,2003,158980,3.8,72207
V0003092,Audi,Truck,2017,237155,1.1,32800
V0003093,Ford,Coupe,2003,27646,4.6,46149
V0003094,Honda,Sedan,2014,253358,4.5,69483
V0003095,Toyota,SUV,2012,124205,2.7,40467
V0003096,Kia,SUV,2003,253250,4.5,37257
V0003097,Ford,Van,2011,197968,1.2,80624
V0003098,Hyundai,Coupe,2018,185127,2.3,23364
V0003099,Honda,Truck,2003,288769,1.9,20869
V0003100,Honda,SUV,2009,136760,3.6,17618
V0003101,Hyundai,SUV,2008,61853,2.9,70436
V0003102,Nissan,Van,2009,113239,3.4,22252
V0003103,Nissan,Coupe,2017,148048,3.3,12551
V0003104,Kia,Truck,2000,225241,4.0,25501
V0003105,Toyota,Van,2010,225958,1.5,15304
V0003106,Nissan,Truck,2021,201569,2.8,55058
V0003107,Volkswagen,SUV,2024,79241,1.8,49370
V0003108,Nissan,Coupe,2019,247165,1.6,72343
V0003109,Kia,Hatchback,2022,217233,2.1,78566
V0003110,Audi,Hatchback,2001,195190,1.3,87686
V0003111,Toyota,Sedan,2013,177647,3.2,77814
V0003112,Toyota,SUV,2000,208782,1.8,87694
V0003113,Hyundai,Coupe,2023,133516,4.0,45692
V0003114,Honda,Convertible,2020,286377,2.3,81596
V0003115,Audi,SUV,2010,291300,1.9,20863
V0003116,Honda,Coupe,2012,77193,4.8,36699
V0003117,Honda,Truck,2000,200369,2.3,68480
V0003118,Kia,Coupe,2002,257295,1.2,76205
V0003119,Ford,Van,2020,25363,2.7,12297
V0003120,Audi,Sedan,2007,204940,2.4,14174
V0003121,Kia,Truck,2017,43693,3.6,18395
V0003122,Honda,Hatchback,2021,22285,4.9,74483
V0003123,Volkswagen,Coupe,2001,34149,4.3,83675
V0003124,Mercedes,Hatchback,2017,33965,4.4,81577
V0003125,Toyota,Truck,2023,281891,1.0,18929
V0003126,Hyundai,Truck,2011,98502,2.0,60480
V0003127,Toyota,SUV,2010,280887,3.6,39871
V0003128,Nissan,Convertible,2004,288996,3.2,74332
V0003129,Hyundai,Sedan,2001,200145,1.4,90909
V0003130,Nissan,Sedan,2000,52012,1.8,57659
V0003131,Nissan,Sedan,2006,169413,3.4,33234
V0003132,Kia,Truck,2007,169528,3.8,19358
V0003133,Mercedes,Convertible,2013,269510,2.2,13702
V0003134,Nissan,Truck,2013,56195,1.4,72915
V0003135,BMW,Coupe,2002,228831,1.1,78858
V0003136,Kia,Coupe,2021,229505,2.0,72100
V0003137,BMW,SUV,2008,120428,3.7,39770
V0003138,Mercedes,Sedan,2006,9,2.0,79708
V0003139,Kia,Van,2006,235352,3.7,57535
V0003140,Mercedes,Convertible,2002,220451,2.2,35372
V0003141,Mercedes,Convertible,2018,135453,1.6,59168
V0003142,Kia,Convertible,2005,179128,1.7,74265
V0003143,Mercedes,Hatchback,2003,212486,1.9,58630
V0003144,Ford,Truck,2023,288851,2.4,59646
V0003145,Honda,Van,2001,128274,2.8,83558
V0003146,Audi,Truck,2023,192753,4.8,9026
V0003147,Mercedes,Hatchback,2012,291831,4.5,53881
V0003148,Kia,Van,2000,198096,1.4,17656
V0003149,Mercedes,Truck,2012,285362,1.6,59198
V0003150,Volkswagen,Convertible,2016,52513,3.1,40645
V0003151,Honda,Convertible,2016,102333,1.3,58997
V0003152,Honda,Hatchback,2010,20842,4.0,31526
V0003153,Hyundai,Van,2023,163350,1.4,77167
V0003154,Volkswagen,Truck,2012,235745,4.1,21839
V0003155,Toyota,Truck,2006,185277,5.0,26204
V0003156,BMW,Van,2001,84980,4.8,57935
V0003157,Hyundai,Coupe,2023,82462,3.3,41371
V0003158,Ford,Coupe,2012,179355,2.1,85004
V0003159,Ford,Truck,2000,268194,4.8,17812
V0003160,Toyota,Sedan,2013,71484,3.5,29084
V0003161,BMW,Hatchback,2014,80697,4.1,63919
V0003162,Mercedes,Convertible,2013,174243,4.0,12296
V0003163,Audi,Hatchback,2007,167736,1.1,46280
V0003164,Ford,Coupe,2024,965,4.2,71606
V0003165,Hyundai,Truck,2017,283970,2.6,23444
V0003166,BMW,Coupe,2006,259041,1.4,55327
V0003167,Nissan,Truck,2011,10022,4.1,39036
V0003168,Ford,Hatchback,2017,126599,3.8,28924
V0003169,Volkswagen,Sedan,2019,43723,2.0,51380
V0003170,Kia,Van,2011,12158,3.9,11500
V0003171,Hyundai,Truck,2022,127032,2.7,8482
V0003172,BMW,SUV,2004,206623,3.0,53402
V0003173,Honda,Hatchback,2022,190945,3.2,36153
V0003174,Ford,Convertible,2006,128436,1.1,84669
V0003175,Ford,Hatchback,2010,180336,4.8,26683
V0003176,Mercedes,Van,2016,95584,4.5,81656
V0003177,Hyundai,SUV,2014,102128,2.8,84356
V0003178,Nissan,Sedan,2018,51956,2.7,54000
V0003179,Kia,Truck,2018,111896,1.3,57644
V0003180,Toyota,Convertible,2013,55458,3.8,36066
V0003181,Mercedes,Coupe,2002,81517,4.5,75050
V0003182,Volkswagen,Sedan,2002,286743,4.1,18974
V0003183,Mercedes,Convertible,2011,269985,1.8,33631
V0003184,Toyota,Hatchback,2019,167225,1.7,18481
V0003185,Hyundai,Coupe,2006,107180,4.4,69488
